county_name,state_name,confirmed,new,death,new_death,fatality_rate,latitude,longitude,last_update,date
Jackson,Florida,2111,75,53,0,2.50%,30.7957297,-85.21834956,2020-08-18 22:30 EDT,8/19/2020
Jefferson,Florida,474,5,5,0,1.10%,30.43766934,-83.89518449,2020-08-18 22:30 EDT,8/19/2020
Lafayette,Florida,1030,21,4,2,0.40%,29.98546043,-83.18105572,2020-08-18 22:30 EDT,8/19/2020
Lake,Florida,5698,48,89,3,1.60%,28.76261973,-81.71155351,2020-08-18 22:30 EDT,8/19/2020
Lee,Florida,17495,44,384,9,2.20%,26.57965162,-81.82468531,2020-08-18 22:30 EDT,8/19/2020
Leon,Florida,5516,73,27,0,0.50%,30.45796803,-84.27794359,2020-08-18 22:30 EDT,8/19/2020
Levy,Florida,794,9,6,0,0.80%,29.3197128,-82.74264885,2020-08-18 22:30 EDT,8/19/2020
Liberty,Florida,412,1,7,0,1.70%,30.24133937,-84.88288457,2020-08-18 22:30 EDT,8/19/2020
Madison,Florida,772,6,12,1,1.60%,40.21388,-85.70948,2020-08-18 22:30 EDT,8/19/2020
Manatee,Florida,9891,48,247,2,2.50%,27.49643,-82.53954,2020-08-18 22:30 EDT,8/19/2020
Marion,Florida,7448,129,118,3,1.60%,29.21018701,-82.05662511,2020-08-18 22:30 EDT,8/19/2020
Martin,Florida,3967,30,104,0,2.60%,27.08809728,-80.38317334,2020-08-18 22:30 EDT,8/19/2020
Miami-Dade,Florida,146990,964,2126,45,1.40%,25.61418208,-80.5679083,2020-08-18 22:30 EDT,8/19/2020
Monroe,Florida,1650,7,13,0,0.80%,39.49217,-91.78738,2020-08-18 22:30 EDT,8/19/2020
Nassau,Florida,1354,9,13,0,1.00%,30.61077673,-81.80173997,2020-08-18 22:30 EDT,8/19/2020
Okaloosa,Florida,3773,31,63,13,1.70%,30.70702353,-86.59650821,2020-08-18 22:30 EDT,8/19/2020
Okeechobee,Florida,1155,7,12,0,1.00%,27.42741658,-80.90123565,2020-08-18 22:30 EDT,8/19/2020
Orange,Florida,33709,223,352,1,1.00%,30.244011,-85.007347,2020-08-18 22:30 EDT,8/19/2020
Osceola,Florida,10424,51,121,2,1.20%,28.06812578,-81.14519655,2020-08-18 22:30 EDT,8/19/2020
Palm Beach,Florida,39460,186,1006,14,2.50%,26.70288,-80.03661,2020-08-18 22:30 EDT,8/19/2020
Pasco,Florida,7527,37,152,0,2.00%,28.32453,-82.33624,2020-08-18 22:30 EDT,8/19/2020
Pinellas,Florida,18876,102,570,12,3.00%,27.9313392,-82.72194025,2020-08-18 22:30 EDT,8/19/2020
Polk,Florida,15607,101,387,27,2.50%,27.94887824,-81.69776009,2020-08-18 22:30 EDT,8/19/2020
Putnam,Florida,1624,13,33,0,2.00%,29.61129946,-81.74554066,2020-08-18 22:30 EDT,8/19/2020
Santa Rosa,Florida,4264,27,50,3,1.20%,30.73147611,-87.01761385,2020-08-18 22:30 EDT,8/19/2020
Sarasota,Florida,6764,36,178,5,2.60%,27.33889,-82.53887,2020-08-18 22:30 EDT,8/19/2020
Seminole,Florida,7530,38,151,6,2.00%,28.71700144,-81.23632262,2020-08-18 22:30 EDT,8/19/2020
St. Johns,Florida,4021,43,50,3,1.20%,30.12051,-81.62536,2020-08-18 22:30 EDT,8/19/2020
St. Lucie,Florida,6326,43,206,9,3.30%,27.48948,-80.33977,2020-08-18 22:30 EDT,8/19/2020
Sumter,Florida,1586,28,45,1,2.80%,28.70474449,-82.0809939,2020-08-18 22:30 EDT,8/19/2020
Suwannee,Florida,2292,33,48,1,2.10%,30.19558189,-82.99149352,2020-08-18 22:30 EDT,8/19/2020
Taylor,Florida,1110,8,5,0,0.50%,30.04717437,-83.60333237,2020-08-18 22:30 EDT,8/19/2020
Union,Florida,493,4,5,0,1.00%,30.0438157,-82.37139913,2020-08-18 22:30 EDT,8/19/2020
Volusia,Florida,8543,61,171,2,2.00%,29.16934,-81.52251,2020-08-18 22:30 EDT,8/19/2020
Wakulla,Florida,791,10,5,0,0.60%,30.16891607,-84.40091841,2020-08-18 22:30 EDT,8/19/2020
Walton,Florida,1506,15,18,0,1.20%,30.65939599,-86.16268062,2020-08-18 22:30 EDT,8/19/2020
Washington,Florida,934,1,14,0,1.50%,30.61052578,-85.66522117,2020-08-18 22:30 EDT,8/19/2020
Alachua,Florida,4759,0,31,0,0.70%,29.79309,-82.49428,2020-08-19 22:30 EDT,8/20/2020
Baker,Florida,1088,2,4,0,0.40%,30.3310297,-82.28459751,2020-08-19 22:30 EDT,8/20/2020
Bay,Florida,4938,52,67,0,1.40%,30.27874147,-85.61547985,2020-08-19 22:30 EDT,8/20/2020
Bradford,Florida,589,0,4,0,0.70%,29.94996425,-82.16878035,2020-08-19 22:30 EDT,8/20/2020
Brevard,Florida,6667,53,189,8,2.80%,28.29348419,-80.73235631,2020-08-19 22:30 EDT,8/20/2020
Broward,Florida,67534,341,1049,0,1.60%,26.15224542,-80.4870534,2020-08-19 22:30 EDT,8/20/2020
Calhoun,Florida,511,5,8,0,1.60%,30.40591622,-85.19725477,2020-08-19 22:30 EDT,8/20/2020
Charlotte,Florida,2415,0,106,0,4.40%,26.90848328,-81.90343918,2020-08-19 22:30 EDT,8/20/2020
Citrus,Florida,1834,0,45,0,2.50%,28.8507789,-82.46594866,2020-08-19 22:30 EDT,8/20/2020
Clay,Florida,3538,0,70,0,2.00%,29.98305516,-81.85778209,2020-08-19 22:30 EDT,8/20/2020
Collier,Florida,11016,39,160,1,1.50%,26.11625563,-81.34013334,2020-08-19 22:30 EDT,8/20/2020
Columbia,Florida,3095,0,29,0,0.90%,30.22449371,-82.62153926,2020-08-19 22:30 EDT,8/20/2020
DeSoto,Florida,1426,0,21,0,1.50%,27.18625815,-81.80950056,2020-08-19 22:30 EDT,8/20/2020
Dixie,Florida,621,0,4,0,0.60%,29.60848621,-83.15877625,2020-08-19 22:30 EDT,8/20/2020
Duval,Florida,24966,0,232,0,0.90%,30.47844,-81.62557,2020-08-19 22:30 EDT,8/20/2020
Escambia,Florida,10499,0,164,0,1.60%,30.70048478,-87.37722154,2020-08-19 22:30 EDT,8/20/2020
Flagler,Florida,1181,0,14,0,1.20%,29.4614205,-81.31356058,2020-08-19 22:30 EDT,8/20/2020
Franklin,Florida,480,1,3,0,0.60%,29.87766253,-84.81641986,2020-08-19 22:30 EDT,8/20/2020
Gadsden,Florida,2068,0,29,0,1.40%,30.57948492,-84.61351742,2020-08-19 22:30 EDT,8/20/2020
Gilchrist,Florida,420,0,9,0,2.10%,29.72589573,-82.80037962,2020-08-19 22:30 EDT,8/20/2020
Glades,Florida,425,2,3,0,0.70%,26.96044686,-81.24215682,2020-08-19 22:30 EDT,8/20/2020
Gulf,Florida,765,0,6,0,0.80%,29.95627817,-85.22647887,2020-08-19 22:30 EDT,8/20/2020
Hamilton,Florida,642,2,4,0,0.60%,30.49645924,-82.94801948,2020-08-19 22:30 EDT,8/20/2020
Hardee,Florida,1023,4,8,0,0.80%,27.49268751,-81.80992068,2020-08-19 22:30 EDT,8/20/2020
Hendry,Florida,1891,0,39,0,2.10%,26.54718711,-81.17167885,2020-08-19 22:30 EDT,8/20/2020
Hernando,Florida,2317,0,67,0,2.90%,28.55250381,-82.41938996,2020-08-19 22:30 EDT,8/20/2020
Highlands,Florida,1660,21,47,5,2.80%,27.34332999,-81.34112609,2020-08-19 22:30 EDT,8/20/2020
Hillsborough,Florida,34851,246,508,18,1.50%,27.93023096,-82.30785534,2020-08-19 22:30 EDT,8/20/2020
Holmes,Florida,557,1,4,0,0.70%,30.86792762,-85.81398628,2020-08-19 22:30 EDT,8/20/2020
Indian River,Florida,2679,0,67,0,2.50%,27.6943965,-80.60612987,2020-08-19 22:30 EDT,8/20/2020
Jackson,Florida,2159,0,53,0,2.50%,30.7957297,-85.21834956,2020-08-19 22:30 EDT,8/20/2020
Jefferson,Florida,473,0,5,0,1.10%,30.43766934,-83.89518449,2020-08-19 22:30 EDT,8/20/2020
Lafayette,Florida,1122,0,4,0,0.40%,29.98546043,-83.18105572,2020-08-19 22:30 EDT,8/20/2020
Lake,Florida,5756,58,91,2,1.60%,28.76261973,-81.71155351,2020-08-19 22:30 EDT,8/20/2020
Lee,Florida,17596,101,384,0,2.20%,26.57965162,-81.82468531,2020-08-19 22:30 EDT,8/20/2020
Leon,Florida,5561,45,27,0,0.50%,30.45796803,-84.27794359,2020-08-19 22:30 EDT,8/20/2020
Levy,Florida,803,0,5,0,0.60%,29.3197128,-82.74264885,2020-08-19 22:30 EDT,8/20/2020
Liberty,Florida,410,0,7,0,1.70%,30.24133937,-84.88288457,2020-08-19 22:30 EDT,8/20/2020
Madison,Florida,778,6,12,0,1.50%,40.21388,-85.70948,2020-08-19 22:30 EDT,8/20/2020
Manatee,Florida,9924,0,247,0,2.50%,27.49643,-82.53954,2020-08-19 22:30 EDT,8/20/2020
Marion,Florida,7614,0,121,0,1.60%,29.21018701,-82.05662511,2020-08-19 22:30 EDT,8/20/2020
Martin,Florida,3997,0,104,0,2.60%,27.08809728,-80.38317334,2020-08-19 22:30 EDT,8/20/2020
Miami-Dade,Florida,148093,1103,2166,40,1.50%,25.61418208,-80.5679083,2020-08-19 22:30 EDT,8/20/2020
Monroe,Florida,1666,16,13,0,0.80%,39.49217,-91.78738,2020-08-19 22:30 EDT,8/20/2020
Nassau,Florida,1372,18,13,0,0.90%,30.61077673,-81.80173997,2020-08-19 22:30 EDT,8/20/2020
Okaloosa,Florida,3803,0,64,0,1.70%,30.70702353,-86.59650821,2020-08-19 22:30 EDT,8/20/2020
Okeechobee,Florida,1169,0,12,0,1.00%,27.42741658,-80.90123565,2020-08-19 22:30 EDT,8/20/2020
Orange,Florida,33946,0,356,0,1.00%,30.244011,-85.007347,2020-08-19 22:30 EDT,8/20/2020
Osceola,Florida,10480,0,122,0,1.20%,28.06812578,-81.14519655,2020-08-19 22:30 EDT,8/20/2020
Palm Beach,Florida,39662,0,1022,0,2.60%,26.70288,-80.03661,2020-08-19 22:30 EDT,8/20/2020
Pasco,Florida,7560,33,155,3,2.10%,28.32453,-82.33624,2020-08-19 22:30 EDT,8/20/2020
Pinellas,Florida,18994,0,582,0,3.10%,27.9313392,-82.72194025,2020-08-19 22:30 EDT,8/20/2020
Polk,Florida,15723,116,389,2,2.50%,27.94887824,-81.69776009,2020-08-19 22:30 EDT,8/20/2020
Putnam,Florida,1640,0,33,0,2.00%,29.61129946,-81.74554066,2020-08-19 22:30 EDT,8/20/2020
Santa Rosa,Florida,4303,0,50,0,1.20%,30.73147611,-87.01761385,2020-08-19 22:30 EDT,8/20/2020
Sarasota,Florida,6814,0,179,0,2.60%,27.33889,-82.53887,2020-08-19 22:30 EDT,8/20/2020
Seminole,Florida,7568,38,153,2,2.00%,28.71700144,-81.23632262,2020-08-19 22:30 EDT,8/20/2020
St. Johns,Florida,4033,12,50,0,1.20%,30.12051,-81.62536,2020-08-19 22:30 EDT,8/20/2020
St. Lucie,Florida,6380,54,208,2,3.30%,27.48948,-80.33977,2020-08-19 22:30 EDT,8/20/2020
Sumter,Florida,1611,0,46,0,2.90%,28.70474449,-82.0809939,2020-08-19 22:30 EDT,8/20/2020
Suwannee,Florida,2294,0,50,0,2.20%,30.19558189,-82.99149352,2020-08-19 22:30 EDT,8/20/2020
Taylor,Florida,1114,0,5,0,0.40%,30.04717437,-83.60333237,2020-08-19 22:30 EDT,8/20/2020
Union,Florida,501,8,5,0,1.00%,30.0438157,-82.37139913,2020-08-19 22:30 EDT,8/20/2020
Volusia,Florida,8608,0,171,0,2.00%,29.16934,-81.52251,2020-08-19 22:30 EDT,8/20/2020
Wakulla,Florida,796,0,5,0,0.60%,30.16891607,-84.40091841,2020-08-19 22:30 EDT,8/20/2020
Walton,Florida,1526,0,18,0,1.20%,30.65939599,-86.16268062,2020-08-19 22:30 EDT,8/20/2020
Washington,Florida,957,0,14,0,1.50%,30.61052578,-85.66522117,2020-08-19 22:30 EDT,8/20/2020
Alachua,Florida,4813,54,31,0,0.60%,29.79309,-82.49428,2020-08-20 22:25 EDT,8/21/2020
Baker,Florida,1098,10,4,0,0.40%,30.3310297,-82.28459751,2020-08-20 22:25 EDT,8/21/2020
Bay,Florida,5003,65,69,2,1.40%,30.27874147,-85.61547985,2020-08-20 22:25 EDT,8/21/2020
Bradford,Florida,613,24,4,0,0.70%,29.94996425,-82.16878035,2020-08-20 22:25 EDT,8/21/2020
Brevard,Florida,6753,86,192,3,2.80%,28.29348419,-80.73235631,2020-08-20 22:25 EDT,8/21/2020
Broward,Florida,68068,534,1051,2,1.50%,26.15224542,-80.4870534,2020-08-20 22:25 EDT,8/21/2020
Calhoun,Florida,517,6,8,0,1.50%,30.40591622,-85.19725477,2020-08-20 22:25 EDT,8/21/2020
Charlotte,Florida,2435,20,106,0,4.40%,26.90848328,-81.90343918,2020-08-20 22:25 EDT,8/21/2020
Citrus,Florida,1882,48,46,1,2.40%,28.8507789,-82.46594866,2020-08-20 22:25 EDT,8/21/2020
Clay,Florida,3580,42,72,2,2.00%,29.98305516,-81.85778209,2020-08-20 22:25 EDT,8/21/2020
Collier,Florida,11095,79,161,1,1.50%,26.11625563,-81.34013334,2020-08-20 22:25 EDT,8/21/2020
Columbia,Florida,3125,30,31,2,1.00%,30.22449371,-82.62153926,2020-08-20 22:25 EDT,8/21/2020
DeSoto,Florida,1438,12,21,0,1.50%,27.18625815,-81.80950056,2020-08-20 22:25 EDT,8/21/2020
Dixie,Florida,625,4,4,0,0.60%,29.60848621,-83.15877625,2020-08-20 22:25 EDT,8/21/2020
Duval,Florida,25117,151,232,0,0.90%,30.47844,-81.62557,2020-08-20 22:25 EDT,8/21/2020
Escambia,Florida,10595,96,170,6,1.60%,30.70048478,-87.37722154,2020-08-20 22:25 EDT,8/21/2020
Flagler,Florida,1194,13,15,1,1.30%,29.4614205,-81.31356058,2020-08-20 22:25 EDT,8/21/2020
Franklin,Florida,485,5,3,0,0.60%,29.87766253,-84.81641986,2020-08-20 22:25 EDT,8/21/2020
Gadsden,Florida,2085,17,29,0,1.40%,30.57948492,-84.61351742,2020-08-20 22:25 EDT,8/21/2020
Gilchrist,Florida,420,0,9,0,2.10%,29.72589573,-82.80037962,2020-08-20 22:25 EDT,8/21/2020
Glades,Florida,432,7,3,0,0.70%,26.96044686,-81.24215682,2020-08-20 22:25 EDT,8/21/2020
Gulf,Florida,770,5,7,1,0.90%,29.95627817,-85.22647887,2020-08-20 22:25 EDT,8/21/2020
Hamilton,Florida,645,3,4,0,0.60%,30.49645924,-82.94801948,2020-08-20 22:25 EDT,8/21/2020
Hardee,Florida,1045,22,8,0,0.80%,27.49268751,-81.80992068,2020-08-20 22:25 EDT,8/21/2020
Hendry,Florida,1900,9,39,0,2.10%,26.54718711,-81.17167885,2020-08-20 22:25 EDT,8/21/2020
Hernando,Florida,2364,47,69,2,2.90%,28.55250381,-82.41938996,2020-08-20 22:25 EDT,8/21/2020
Highlands,Florida,1679,19,50,3,3.00%,27.34332999,-81.34112609,2020-08-20 22:25 EDT,8/21/2020
Hillsborough,Florida,35061,210,512,4,1.50%,27.93023096,-82.30785534,2020-08-20 22:25 EDT,8/21/2020
Holmes,Florida,562,5,4,0,0.70%,30.86792762,-85.81398628,2020-08-20 22:25 EDT,8/21/2020
Indian River,Florida,2693,14,69,2,2.60%,27.6943965,-80.60612987,2020-08-20 22:25 EDT,8/21/2020
Jackson,Florida,2180,21,57,4,2.60%,30.7957297,-85.21834956,2020-08-20 22:25 EDT,8/21/2020
Jefferson,Florida,477,4,5,0,1.00%,30.43766934,-83.89518449,2020-08-20 22:25 EDT,8/21/2020
Lafayette,Florida,1129,7,4,0,0.40%,29.98546043,-83.18105572,2020-08-20 22:25 EDT,8/21/2020
Lake,Florida,5852,96,91,0,1.60%,28.76261973,-81.71155351,2020-08-20 22:25 EDT,8/21/2020
Lee,Florida,17730,134,393,9,2.20%,26.57965162,-81.82468531,2020-08-20 22:25 EDT,8/21/2020
Leon,Florida,5643,82,27,0,0.50%,30.45796803,-84.27794359,2020-08-20 22:25 EDT,8/21/2020
Levy,Florida,821,18,5,0,0.60%,29.3197128,-82.74264885,2020-08-20 22:25 EDT,8/21/2020
Liberty,Florida,412,2,7,0,1.70%,30.24133937,-84.88288457,2020-08-20 22:25 EDT,8/21/2020
Madison,Florida,782,4,12,0,1.50%,40.21388,-85.70948,2020-08-20 22:25 EDT,8/21/2020
Manatee,Florida,9997,73,247,0,2.50%,27.49643,-82.53954,2020-08-20 22:25 EDT,8/21/2020
Marion,Florida,7691,77,121,0,1.60%,29.21018701,-82.05662511,2020-08-20 22:25 EDT,8/21/2020
Martin,Florida,4015,18,109,5,2.70%,27.08809728,-80.38317334,2020-08-20 22:25 EDT,8/21/2020
Miami-Dade,Florida,149162,1069,2185,19,1.50%,25.61418208,-80.5679083,2020-08-20 22:25 EDT,8/21/2020
Monroe,Florida,1675,9,14,1,0.80%,39.49217,-91.78738,2020-08-20 22:25 EDT,8/21/2020
Nassau,Florida,1396,24,14,1,1.00%,30.61077673,-81.80173997,2020-08-20 22:25 EDT,8/21/2020
Okaloosa,Florida,3847,44,67,3,1.70%,30.70702353,-86.59650821,2020-08-20 22:25 EDT,8/21/2020
Okeechobee,Florida,1177,8,12,0,1.00%,27.42741658,-80.90123565,2020-08-20 22:25 EDT,8/21/2020
Orange,Florida,34135,189,359,3,1.10%,30.244011,-85.007347,2020-08-20 22:25 EDT,8/21/2020
Osceola,Florida,10551,71,124,2,1.20%,28.06812578,-81.14519655,2020-08-20 22:25 EDT,8/21/2020
Palm Beach,Florida,39886,224,1039,17,2.60%,26.70288,-80.03661,2020-08-20 22:25 EDT,8/21/2020
Pasco,Florida,7608,48,155,0,2.00%,28.32453,-82.33624,2020-08-20 22:25 EDT,8/21/2020
Pinellas,Florida,19087,93,587,5,3.10%,27.9313392,-82.72194025,2020-08-20 22:25 EDT,8/21/2020
Polk,Florida,15887,164,396,7,2.50%,27.94887824,-81.69776009,2020-08-20 22:25 EDT,8/21/2020
Putnam,Florida,1669,29,33,0,2.00%,29.61129946,-81.74554066,2020-08-20 22:25 EDT,8/21/2020
Santa Rosa,Florida,4341,38,53,3,1.20%,30.73147611,-87.01761385,2020-08-20 22:25 EDT,8/21/2020
Sarasota,Florida,6850,36,180,1,2.60%,27.33889,-82.53887,2020-08-20 22:25 EDT,8/21/2020
Seminole,Florida,7641,73,153,0,2.00%,28.71700144,-81.23632262,2020-08-20 22:25 EDT,8/21/2020
St. Johns,Florida,4075,42,50,0,1.20%,30.12051,-81.62536,2020-08-20 22:25 EDT,8/21/2020
St. Lucie,Florida,6458,78,212,4,3.30%,27.48948,-80.33977,2020-08-20 22:25 EDT,8/21/2020
Sumter,Florida,1628,17,46,0,2.80%,28.70474449,-82.0809939,2020-08-20 22:25 EDT,8/21/2020
Suwannee,Florida,2299,5,50,0,2.20%,30.19558189,-82.99149352,2020-08-20 22:25 EDT,8/21/2020
Taylor,Florida,1125,11,5,0,0.40%,30.04717437,-83.60333237,2020-08-20 22:25 EDT,8/21/2020
Union,Florida,505,4,5,0,1.00%,30.0438157,-82.37139913,2020-08-20 22:25 EDT,8/21/2020
Volusia,Florida,8666,58,173,2,2.00%,29.16934,-81.52251,2020-08-20 22:25 EDT,8/21/2020
Wakulla,Florida,815,19,5,0,0.60%,30.16891607,-84.40091841,2020-08-20 22:25 EDT,8/21/2020
Walton,Florida,1535,9,18,0,1.20%,30.65939599,-86.16268062,2020-08-20 22:25 EDT,8/21/2020
Washington,Florida,965,8,14,0,1.50%,30.61052578,-85.66522117,2020-08-20 22:25 EDT,8/21/2020
Alachua,Florida,4865,52,31,0,0.60%,29.79309,-82.49428,2020-08-21 20:20 EDT,8/22/2020
Baker,Florida,1108,10,4,0,0.40%,30.3310297,-82.28459751,2020-08-21 20:20 EDT,8/22/2020
Bay,Florida,5058,55,69,0,1.40%,30.27874147,-85.61547985,2020-08-21 20:20 EDT,8/22/2020
Bradford,Florida,618,5,4,0,0.60%,29.94996425,-82.16878035,2020-08-21 20:20 EDT,8/22/2020
Brevard,Florida,6797,44,194,2,2.90%,28.29348419,-80.73235631,2020-08-21 20:20 EDT,8/22/2020
Broward,Florida,68542,474,1068,17,1.60%,26.15224542,-80.4870534,2020-08-21 20:20 EDT,8/22/2020
Calhoun,Florida,531,14,8,0,1.50%,30.40591622,-85.19725477,2020-08-21 20:20 EDT,8/22/2020
Charlotte,Florida,2462,27,107,1,4.30%,26.90848328,-81.90343918,2020-08-21 20:20 EDT,8/22/2020
Citrus,Florida,1908,26,46,0,2.40%,28.8507789,-82.46594866,2020-08-21 20:20 EDT,8/22/2020
Clay,Florida,3609,29,70,0,1.90%,29.98305516,-81.85778209,2020-08-21 20:20 EDT,8/22/2020
Collier,Florida,11144,49,162,1,1.50%,26.11625563,-81.34013334,2020-08-21 20:20 EDT,8/22/2020
Columbia,Florida,3158,33,31,0,1.00%,30.22449371,-82.62153926,2020-08-21 20:20 EDT,8/22/2020
DeSoto,Florida,1443,5,21,0,1.50%,27.18625815,-81.80950056,2020-08-21 20:20 EDT,8/22/2020
Dixie,Florida,643,18,4,0,0.60%,29.60848621,-83.15877625,2020-08-21 20:20 EDT,8/22/2020
Duval,Florida,25316,199,235,3,0.90%,30.47844,-81.62557,2020-08-21 20:20 EDT,8/22/2020
Escambia,Florida,10684,89,171,1,1.60%,30.70048478,-87.37722154,2020-08-21 20:20 EDT,8/22/2020
Flagler,Florida,1214,20,15,0,1.20%,29.4614205,-81.31356058,2020-08-21 20:20 EDT,8/22/2020
Franklin,Florida,498,13,3,0,0.60%,29.87766253,-84.81641986,2020-08-21 20:20 EDT,8/22/2020
Gadsden,Florida,2111,26,29,0,1.40%,30.57948492,-84.61351742,2020-08-21 20:20 EDT,8/22/2020
Gilchrist,Florida,428,8,9,0,2.10%,29.72589573,-82.80037962,2020-08-21 20:20 EDT,8/22/2020
Glades,Florida,440,8,3,0,0.70%,26.96044686,-81.24215682,2020-08-21 20:20 EDT,8/22/2020
Gulf,Florida,782,12,7,0,0.90%,29.95627817,-85.22647887,2020-08-21 20:20 EDT,8/22/2020
Hamilton,Florida,653,8,4,0,0.60%,30.49645924,-82.94801948,2020-08-21 20:20 EDT,8/22/2020
Hardee,Florida,1049,4,8,0,0.80%,27.49268751,-81.80992068,2020-08-21 20:20 EDT,8/22/2020
Hendry,Florida,1917,17,39,0,2.00%,26.54718711,-81.17167885,2020-08-21 20:20 EDT,8/22/2020
Hernando,Florida,2396,32,69,0,2.90%,28.55250381,-82.41938996,2020-08-21 20:20 EDT,8/22/2020
Highlands,Florida,1697,18,53,3,3.10%,27.34332999,-81.34112609,2020-08-21 20:20 EDT,8/22/2020
Hillsborough,Florida,35293,232,519,7,1.50%,27.93023096,-82.30785534,2020-08-21 20:20 EDT,8/22/2020
Holmes,Florida,572,10,4,0,0.70%,30.86792762,-85.81398628,2020-08-21 20:20 EDT,8/22/2020
Indian River,Florida,2721,28,72,3,2.60%,27.6943965,-80.60612987,2020-08-21 20:20 EDT,8/22/2020
Jackson,Florida,2198,18,59,2,2.70%,30.7957297,-85.21834956,2020-08-21 20:20 EDT,8/22/2020
Jefferson,Florida,481,4,5,0,1.00%,30.43766934,-83.89518449,2020-08-21 20:20 EDT,8/22/2020
Lafayette,Florida,1143,14,4,0,0.30%,29.98546043,-83.18105572,2020-08-21 20:20 EDT,8/22/2020
Lake,Florida,5947,95,91,0,1.50%,28.76261973,-81.71155351,2020-08-21 20:20 EDT,8/22/2020
Lee,Florida,17816,86,397,4,2.20%,26.57965162,-81.82468531,2020-08-21 20:20 EDT,8/22/2020
Leon,Florida,5705,62,28,1,0.50%,30.45796803,-84.27794359,2020-08-21 20:20 EDT,8/22/2020
Levy,Florida,835,14,5,0,0.60%,29.3197128,-82.74264885,2020-08-21 20:20 EDT,8/22/2020
Liberty,Florida,413,1,7,0,1.70%,30.24133937,-84.88288457,2020-08-21 20:20 EDT,8/22/2020
Madison,Florida,807,25,12,0,1.50%,40.21388,-85.70948,2020-08-21 20:20 EDT,8/22/2020
Manatee,Florida,10059,62,248,1,2.50%,27.49643,-82.53954,2020-08-21 20:20 EDT,8/22/2020
Marion,Florida,7807,116,121,0,1.50%,29.21018701,-82.05662511,2020-08-21 20:20 EDT,8/22/2020
Martin,Florida,4046,31,112,3,2.80%,27.08809728,-80.38317334,2020-08-21 20:20 EDT,8/22/2020
Miami-Dade,Florida,150305,1143,2219,34,1.50%,25.61418208,-80.5679083,2020-08-21 20:20 EDT,8/22/2020
Monroe,Florida,1687,12,14,0,0.80%,39.49217,-91.78738,2020-08-21 20:20 EDT,8/22/2020
Nassau,Florida,1435,39,15,1,1.00%,30.61077673,-81.80173997,2020-08-21 20:20 EDT,8/22/2020
Okaloosa,Florida,3878,31,70,3,1.80%,30.70702353,-86.59650821,2020-08-21 20:20 EDT,8/22/2020
Okeechobee,Florida,1183,6,12,0,1.00%,27.42741658,-80.90123565,2020-08-21 20:20 EDT,8/22/2020
Orange,Florida,34321,186,358,0,1.00%,30.244011,-85.007347,2020-08-21 20:20 EDT,8/22/2020
Osceola,Florida,10619,68,125,1,1.20%,28.06812578,-81.14519655,2020-08-21 20:20 EDT,8/22/2020
Palm Beach,Florida,40157,271,1048,9,2.60%,26.70288,-80.03661,2020-08-21 20:20 EDT,8/22/2020
Pasco,Florida,7651,43,157,2,2.10%,28.32453,-82.33624,2020-08-21 20:20 EDT,8/22/2020
Pinellas,Florida,19247,160,591,4,3.10%,27.9313392,-82.72194025,2020-08-21 20:20 EDT,8/22/2020
Polk,Florida,16015,128,399,3,2.50%,27.94887824,-81.69776009,2020-08-21 20:20 EDT,8/22/2020
Putnam,Florida,1689,20,35,2,2.10%,29.61129946,-81.74554066,2020-08-21 20:20 EDT,8/22/2020
Santa Rosa,Florida,4385,44,53,0,1.20%,30.73147611,-87.01761385,2020-08-21 20:20 EDT,8/22/2020
Sarasota,Florida,6905,55,180,0,2.60%,27.33889,-82.53887,2020-08-21 20:20 EDT,8/22/2020
Seminole,Florida,7673,32,160,8,2.10%,28.71700144,-81.23632262,2020-08-21 20:20 EDT,8/22/2020
St. Johns,Florida,4106,31,51,1,1.20%,30.12051,-81.62536,2020-08-21 20:20 EDT,8/22/2020
St. Lucie,Florida,6545,87,212,0,3.20%,27.48948,-80.33977,2020-08-21 20:20 EDT,8/22/2020
Sumter,Florida,1680,52,46,0,2.70%,28.70474449,-82.0809939,2020-08-21 20:20 EDT,8/22/2020
Suwannee,Florida,2317,18,53,3,2.30%,30.19558189,-82.99149352,2020-08-21 20:20 EDT,8/22/2020
Taylor,Florida,1142,17,5,0,0.40%,30.04717437,-83.60333237,2020-08-21 20:20 EDT,8/22/2020
Union,Florida,514,9,5,0,1.00%,30.0438157,-82.37139913,2020-08-21 20:20 EDT,8/22/2020
Volusia,Florida,8761,95,175,2,2.00%,29.16934,-81.52251,2020-08-21 20:20 EDT,8/22/2020
Wakulla,Florida,827,12,5,0,0.60%,30.16891607,-84.40091841,2020-08-21 20:20 EDT,8/22/2020
Walton,Florida,1548,13,18,0,1.20%,30.65939599,-86.16268062,2020-08-21 20:20 EDT,8/22/2020
Washington,Florida,970,5,14,0,1.40%,30.61052578,-85.66522117,2020-08-21 20:20 EDT,8/22/2020
Alachua,Florida,4865,52,31,0,0.60%,29.79309,-82.49428,2020-08-21 20:20 EDT,8/23/2020
Baker,Florida,1108,10,4,0,0.40%,30.3310297,-82.28459751,2020-08-21 20:20 EDT,8/23/2020
Bay,Florida,5058,55,69,0,1.40%,30.27874147,-85.61547985,2020-08-21 20:20 EDT,8/23/2020
Bradford,Florida,618,5,4,0,0.60%,29.94996425,-82.16878035,2020-08-21 20:20 EDT,8/23/2020
