county_name,state_name,confirmed,new,death,new_death,fatality_rate,latitude,longitude,last_update,date
Nassau,Florida,1522,10,16,1,1.1%,30.61077673,-81.80173997,2020-08-26 00:23 EDT,2020/08/26
Okaloosa,Florida,3998,33,74,3,1.9%,30.70702353,-86.59650821,2020-08-26 00:23 EDT,2020/08/26
Okeechobee,Florida,1208,6,13,0,1.1%,27.42741658,-80.90123565,2020-08-26 00:23 EDT,2020/08/26
Orange,Florida,34910,129,364,3,1.0%,30.244010999999997,-85.007347,2020-08-26 00:23 EDT,2020/08/26
Osceola,Florida,10804,32,127,0,1.2%,28.06812578,-81.14519655,2020-08-26 00:23 EDT,2020/08/26
Palm Beach,Florida,40853,107,1066,5,2.6%,26.70288,-80.03661,2020-08-26 00:23 EDT,2020/08/26
Pasco,Florida,7807,30,171,14,2.2%,28.32453,-82.33624,2020-08-26 00:23 EDT,2020/08/26
Pinellas,Florida,19522,44,630,18,3.2%,27.9313392,-82.72194025,2020-08-26 00:23 EDT,2020/08/26
Polk,Florida,16388,66,419,12,2.6%,27.94887824,-81.69776009,2020-08-26 00:23 EDT,2020/08/26
Putnam,Florida,1730,5,35,0,2.0%,29.61129946,-81.74554066,2020-08-26 00:23 EDT,2020/08/26
Santa Rosa,Florida,4483,21,54,0,1.2%,30.73147611,-87.01761385,2020-08-26 00:23 EDT,2020/08/26
Sarasota,Florida,7042,26,187,6,2.7%,27.33889000000001,-82.53886999999997,2020-08-26 00:23 EDT,2020/08/26
Seminole,Florida,7811,33,164,1,2.1%,28.71700144,-81.23632262,2020-08-26 00:23 EDT,2020/08/26
St. Johns,Florida,4197,37,53,0,1.3%,30.120509999999996,-81.62536,2020-08-26 00:23 EDT,2020/08/26
St. Lucie,Florida,6720,69,224,6,3.3%,27.48948,-80.33977,2020-08-26 00:23 EDT,2020/08/26
Sumter,Florida,1724,6,46,0,2.7%,28.70474449,-82.0809939,2020-08-26 00:23 EDT,2020/08/26
Suwannee,Florida,2363,6,56,3,2.4%,30.19558189,-82.99149352,2020-08-26 00:23 EDT,2020/08/26
Taylor,Florida,1164,6,5,0,0.4%,30.04717437,-83.60333237,2020-08-26 00:23 EDT,2020/08/26
Union,Florida,535,2,5,0,0.9%,30.0438157,-82.37139913,2020-08-26 00:23 EDT,2020/08/26
Volusia,Florida,8997,45,182,5,2.0%,29.169340000000002,-81.52251,2020-08-26 00:23 EDT,2020/08/26
Wakulla,Florida,863,4,6,0,0.7%,30.16891607,-84.40091841,2020-08-26 00:23 EDT,2020/08/26
Walton,Florida,1588,8,20,0,1.3%,30.65939599,-86.16268062,2020-08-26 00:23 EDT,2020/08/26
Washington,Florida,989,11,14,0,1.4%,30.61052578,-85.66522117,2020-08-26 00:23 EDT,2020/08/26
Alachua,Florida,5053,30,31,0,0.6%,29.79309000000001,-82.49428,2020-08-26 22:30 EDT,2020/08/27
Baker,Florida,1132,14,4,0,0.4%,30.331029700000002,-82.28459751,2020-08-26 22:30 EDT,2020/08/27
Bay,Florida,5237,42,76,2,1.5%,30.27874147,-85.61547985,2020-08-26 22:30 EDT,2020/08/27
Bradford,Florida,673,10,5,0,0.7%,29.94996425,-82.16878035,2020-08-26 22:30 EDT,2020/08/27
Brevard,Florida,7040,68,200,5,2.8%,28.29348419,-80.73235631,2020-08-26 22:30 EDT,2020/08/27
Broward,Florida,69883,299,1160,13,1.7%,26.15224542,-80.48705340000002,2020-08-26 22:30 EDT,2020/08/27
Calhoun,Florida,546,0,8,0,1.5%,30.40591622,-85.19725477,2020-08-26 22:30 EDT,2020/08/27
Charlotte,Florida,2582,13,108,0,4.2%,26.90848328,-81.90343918,2020-08-26 22:30 EDT,2020/08/27
Citrus,Florida,1996,16,53,3,2.7%,28.850778899999998,-82.46594866,2020-08-26 22:30 EDT,2020/08/27
Clay,Florida,3759,25,73,0,1.9%,29.98305516,-81.85778209,2020-08-26 22:30 EDT,2020/08/27
Collier,Florida,11376,25,170,4,1.5%,26.11625563,-81.34013334,2020-08-26 22:30 EDT,2020/08/27
Columbia,Florida,3269,20,31,0,0.9%,30.22449371,-82.62153926,2020-08-26 22:30 EDT,2020/08/27
DeSoto,Florida,1457,3,21,0,1.4%,27.18625815,-81.80950056,2020-08-26 22:30 EDT,2020/08/27
Dixie,Florida,681,4,4,0,0.6%,29.60848621,-83.15877625,2020-08-26 22:30 EDT,2020/08/27
Duval,Florida,25879,147,246,3,1.0%,30.47844000000001,-81.62557,2020-08-26 22:30 EDT,2020/08/27
Escambia,Florida,10944,73,179,1,1.6%,30.70048478,-87.37722154,2020-08-26 22:30 EDT,2020/08/27
Flagler,Florida,1275,9,15,0,1.2%,29.46142050000001,-81.31356058,2020-08-26 22:30 EDT,2020/08/27
Franklin,Florida,522,2,3,0,0.6%,29.87766253,-84.81641986,2020-08-26 22:30 EDT,2020/08/27
Gadsden,Florida,2240,29,31,1,1.4%,30.57948492,-84.61351742,2020-08-26 22:30 EDT,2020/08/27
Gilchrist,Florida,443,1,9,0,2.0%,29.72589573,-82.80037962,2020-08-26 22:30 EDT,2020/08/27
Glades,Florida,451,3,3,0,0.7%,26.96044686,-81.24215682,2020-08-26 22:30 EDT,2020/08/27
Gulf,Florida,801,0,9,1,1.1%,29.95627817,-85.22647887,2020-08-26 22:30 EDT,2020/08/27
Hamilton,Florida,681,4,4,0,0.6%,30.49645924,-82.94801948,2020-08-26 22:30 EDT,2020/08/27
Hardee,Florida,1073,7,9,0,0.8%,27.49268751,-81.80992068,2020-08-26 22:30 EDT,2020/08/27
Hendry,Florida,1948,3,39,0,2.0%,26.54718711,-81.17167885,2020-08-26 22:30 EDT,2020/08/27
Hernando,Florida,2493,17,79,2,3.2%,28.55250381,-82.41938996,2020-08-26 22:30 EDT,2020/08/27
Highlands,Florida,1756,9,57,0,3.2%,27.34332999,-81.34112609,2020-08-26 22:30 EDT,2020/08/27
Hillsborough,Florida,36157,204,537,3,1.5%,27.93023096,-82.30785534,2020-08-26 22:30 EDT,2020/08/27
Holmes,Florida,600,0,4,0,0.7%,30.86792762,-85.81398628,2020-08-26 22:30 EDT,2020/08/27
Indian River,Florida,2780,14,91,4,3.3%,27.694396500000003,-80.60612987,2020-08-26 22:30 EDT,2020/08/27
Jackson,Florida,2292,10,65,0,2.8%,30.79572970000001,-85.21834956,2020-08-26 22:30 EDT,2020/08/27
Jefferson,Florida,493,1,6,1,1.2%,30.43766934,-83.89518449,2020-08-26 22:30 EDT,2020/08/27
Lafayette,Florida,1169,5,7,3,0.6%,29.98546043,-83.18105572,2020-08-26 22:30 EDT,2020/08/27
Lake,Florida,6163,41,98,2,1.6%,28.76261973,-81.71155351,2020-08-26 22:30 EDT,2020/08/27
Lee,Florida,18217,77,409,3,2.2%,26.57965162,-81.82468531,2020-08-26 22:30 EDT,2020/08/27
Leon,Florida,5975,42,30,0,0.5%,30.45796803,-84.27794359,2020-08-26 22:30 EDT,2020/08/27
Levy,Florida,874,6,6,0,0.7%,29.3197128,-82.74264885,2020-08-26 22:30 EDT,2020/08/27
Liberty,Florida,427,1,7,0,1.6%,30.24133937,-84.88288457,2020-08-26 22:30 EDT,2020/08/27
Madison,Florida,841,7,14,2,1.7%,40.213879999999996,-85.70948,2020-08-26 22:30 EDT,2020/08/27
Manatee,Florida,10278,37,252,2,2.5%,27.49643,-82.53954,2020-08-26 22:30 EDT,2020/08/27
Marion,Florida,8172,80,156,8,1.9%,29.21018701,-82.05662511,2020-08-26 22:30 EDT,2020/08/27
Martin,Florida,4173,61,113,1,2.7%,27.08809728,-80.38317334,2020-08-26 22:30 EDT,2020/08/27
Miami-Dade,Florida,154135,750,2317,40,1.5%,25.61418208,-80.5679083,2020-08-26 22:30 EDT,2020/08/27
Monroe,Florida,1700,5,15,1,0.9%,39.49217,-91.78738,2020-08-26 22:30 EDT,2020/08/27
Nassau,Florida,1533,11,16,0,1.0%,30.61077673,-81.80173997,2020-08-26 22:30 EDT,2020/08/27
Okaloosa,Florida,4020,22,75,1,1.9%,30.70702353,-86.59650821,2020-08-26 22:30 EDT,2020/08/27
Okeechobee,Florida,1210,2,14,1,1.2%,27.42741658,-80.90123565,2020-08-26 22:30 EDT,2020/08/27
Orange,Florida,35083,173,365,1,1.0%,30.244010999999997,-85.007347,2020-08-26 22:30 EDT,2020/08/27
Osceola,Florida,10844,40,128,1,1.2%,28.06812578,-81.14519655,2020-08-26 22:30 EDT,2020/08/27
Palm Beach,Florida,41013,160,1078,12,2.6%,26.70288,-80.03661,2020-08-26 22:30 EDT,2020/08/27
Pasco,Florida,7868,61,171,0,2.2%,28.32453,-82.33624,2020-08-26 22:30 EDT,2020/08/27
Pinellas,Florida,19605,83,635,5,3.2%,27.9313392,-82.72194025,2020-08-26 22:30 EDT,2020/08/27
Polk,Florida,16498,110,423,4,2.6%,27.94887824,-81.69776009,2020-08-26 22:30 EDT,2020/08/27
Putnam,Florida,1740,10,36,1,2.1%,29.61129946,-81.74554066,2020-08-26 22:30 EDT,2020/08/27
Santa Rosa,Florida,4523,40,54,0,1.2%,30.73147611,-87.01761385,2020-08-26 22:30 EDT,2020/08/27
Sarasota,Florida,7066,24,191,4,2.7%,27.33889000000001,-82.53886999999997,2020-08-26 22:30 EDT,2020/08/27
Seminole,Florida,7839,28,169,5,2.2%,28.71700144,-81.23632262,2020-08-26 22:30 EDT,2020/08/27
St. Johns,Florida,4219,22,54,1,1.3%,30.120509999999996,-81.62536,2020-08-26 22:30 EDT,2020/08/27
St. Lucie,Florida,6773,53,230,6,3.4%,27.48948,-80.33977,2020-08-26 22:30 EDT,2020/08/27
Sumter,Florida,1742,18,47,1,2.7%,28.70474449,-82.0809939,2020-08-26 22:30 EDT,2020/08/27
Suwannee,Florida,2377,14,56,0,2.4%,30.19558189,-82.99149352,2020-08-26 22:30 EDT,2020/08/27
Taylor,Florida,1171,7,5,0,0.4%,30.04717437,-83.60333237,2020-08-26 22:30 EDT,2020/08/27
Union,Florida,547,12,5,0,0.9%,30.0438157,-82.37139913,2020-08-26 22:30 EDT,2020/08/27
Volusia,Florida,9069,72,185,3,2.0%,29.169340000000002,-81.52251,2020-08-26 22:30 EDT,2020/08/27
Wakulla,Florida,869,6,7,1,0.8%,30.16891607,-84.40091841,2020-08-26 22:30 EDT,2020/08/27
Walton,Florida,1601,13,20,0,1.2%,30.65939599,-86.16268062,2020-08-26 22:30 EDT,2020/08/27
Washington,Florida,990,1,15,1,1.5%,30.61052578,-85.66522117,2020-08-26 22:30 EDT,2020/08/27
